Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
BACW_50_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.005083761055574175)	(4, 0.006255232576485637)	(5, 0.007000915847928145)	(6, 0.00765266872510695)	(7, 0.00817460270832696)	(8, 0.008544564402714656)	(9, 0.008860471813610977)	(10, 0.009272524958258352)	(12, 0.009558968353972897)	(14, 0.009753696694911093)	(16, 0.009928930048360596)	(18, 0.010063401155242829)	(20, 0.010192333913406687)	(22, 0.010306645430954022)	(24, 0.010405006504192429)	(26, 0.010521976429124585)	(28, 0.010651573789134648)	(30, 0.010794463186068817)	(32, 0.010938460252746664)	(34, 0.011099736967425854)	(36, 0.011281616339337408)	(38, 0.011475680078429399)	(40, 0.011697435561113282)	(42, 0.01192849546964404)	(44, 0.012190348597048985)	(46, 0.012468373702711595)	(48, 0.012754595564477406)	(50, 0.013054109463167327)	(52, 0.013369130738268706)	(54, 0.013705862340346132)	(56, 0.014060538192271104)	(58, 0.014424961537940421)	(60, 0.014763465411607729)	(62, 0.015142066929996097)	(64, 0.015533295883462368)	(66, 0.01595465345395662)	(68, 0.0164732644279456)	(70, 0.01907119304476268)	(72, 0.019812002569333013)	(74, 0.02047593981369225)	(76, 0.021184848449644727)	(78, 0.0219139166749321)	(80, 0.022678873399914565)	(82, 0.023539532790750613)	(84, 0.02447108304518191)	(86, 0.025495456024133237)	(88, 0.026545526941137834)	(90, 0.027646329132402787)	(92, 0.02881403457618575)	(94, 0.030096937673310994)	(96, 0.03144342101372322)	(98, 0.03294630732194247)	(100, 0.03525269726222409)	(102, 0.044570193612075676)	(104, 0.04714486116427556)	(106, 0.04902701359272939)	(108, 0.05086242235800008)	(110, 0.052788660042252196)	(112, 0.054749457022506984)	(114, 0.05678513247743426)	(116, 0.05909329468930577)	(118, 0.061512445409493584)	(120, 0.06416863745482801)	(122, 0.0673250531564064)	(124, 0.0707123072325668)	(126, 0.07438445396680063)	(128, 0.07871411346088035)	(130, 0.0833924673902692)	(132, 0.08881650459110058)	(134, 0.09462578932878235)	(136, 0.10066325403366133)	(138, 0.10719053029919373)
BACW_50_1_val_1 - polya	(1, 0.06413588288584574)	(2, 0.07310442671248972)	(3, 0.0820454855054106)	(4, 0.08848540622952988)	(5, 0.09768491300084697)	(6, 0.10564493341265159)	(7, 0.11320243107251154)	(8, 0.1219120836137638)	(9, 0.13045992910164622)	(10, 0.14587171845487598)	(12, 0.1656033128260847)	(14, 0.1832637769141596)	(16, 0.2076410069450646)	(18, 0.22879761165341667)	(20, 0.26075450469395833)	(22, 0.28052843488324053)	(24, 0.29926148024700944)	(26, 0.31607434135962376)	(28, 0.333047901258119)	(30, 0.356427690549073)	(32, 0.3787043103816412)	(34, 0.39853298898487177)	(36, 0.41742628982752616)	(38, 0.43217821671790385)	(40, 0.44583539698281094)	(42, 0.4608546379914955)	(44, 0.47977276402589975)	(46, 0.5001730869998712)	(48, 0.5153228819187405)	(50, 0.5319475592117506)	(52, 0.5530505237736432)	(54, 0.5698687045702038)	(56, 0.5855491379627271)	(58, 0.6002582857280359)	(60, 0.616481770190088)	(62, 0.6322965256022579)	(64, 0.6460541149016534)	(66, 0.6622199694542861)	(68, 0.6771068833248038)	(70, 0.693021382810969)	(72, 0.7086495059780191)	(74, 0.7291130001988542)	(76, 0.7573762593526083)	(78, 0.7755744548262657)	(80, 0.7911398500534479)	(82, 0.8085571602544726)	(84, 0.8328552599866748)	(86, 0.852379165030476)	(88, 0.8714285099355582)	(90, 0.8902327060721102)	(92, 0.9096788107381952)	(94, 0.9293906779481027)	(96, 0.9484134244334529)	(98, 0.9715006311073546)	(100, 0.9933009175732217)	(102, 1.0162804006472088)	(104, 1.035201408177084)	(106, 1.0551566509275396)	(108, 1.0773242172392063)	(110, 1.0958553362665095)	(112, 1.1114125303142743)	(114, 1.1293458498581002)	(116, 1.1517098011687885)	(118, 1.1686596441430228)										
BACW_50_2 - illumina_universal_adapter	(1, 3.101475282292071e-06)	(2, 4.4306789747029585e-06)	(3, 7.089086359524734e-06)	(4, 9.304425846876213e-06)	(5, 1.4621240616519764e-05)	(6, 1.6393512206400948e-05)	(7, 1.727964800134154e-05)	(8, 1.9938055386163315e-05)	(9, 2.481180225833657e-05)	(10, 2.9685549130509823e-05)	(12, 3.9433042874856335e-05)	(14, 5.250354585023006e-05)	(16, 7.288466913386368e-05)	(18, 8.927818134026462e-05)	(20, 0.00011054544041883882)	(22, 0.00013712951426705656)	(24, 0.00017767022688558866)	(26, 0.00021710326976044495)	(28, 0.00026451153478976666)	(30, 0.000953925183253547)	(32, 0.009573368060640682)	(34, 0.009678153618392409)	(36, 0.009756798170193384)	(38, 0.009855823845277997)	(40, 0.009982762797903236)	(42, 0.010130747475658316)	(44, 0.010335444844289592)	(46, 0.010604387058054061)	(48, 0.01096282898710753)	(50, 0.011527962090330893)	(52, 0.012236870726283367)	(54, 0.012983440133520815)	(56, 0.013893944662822273)	(58, 0.01512722415543084)	(60, 0.01702621316398853)	(62, 0.019228703682313372)	(64, 0.02134767590196506)	(66, 0.023666028675478384)	(68, 0.026412606571896747)	(70, 0.03037274743948625)	(72, 0.034756682751006095)	(74, 0.03860760738186917)	(76, 0.04283225978424844)	(78, 0.048100558619118994)	(80, 0.05703125669447902)	(82, 0.06830799928694425)	(84, 0.07559535853058694)	(86, 0.08218776577704748)	(88, 0.0900659560619668)	(90, 0.10276206666397814)	(92, 0.12360464516282706)	(94, 0.14102208728028184)	(96, 0.15395811914877333)	(98, 0.1692359863893441)	(100, 0.19184884267253557)	(102, 0.22131773160118243)	(104, 0.2512048766250412)	(106, 0.2778086669946964)	(108, 0.3066346644041139)	(110, 0.3434702217300506)	(112, 0.3915634697288613)	(114, 0.43525439509840724)	(116, 0.47454521317817555)	(118, 0.5190369837723989)	(120, 0.5751008017127517)	(122, 0.6601454692926876)	(124, 0.752897524483068)	(126, 0.8203275847311748)	(128, 0.8890527324435875)	(130, 0.9786138126363868)	(132, 1.118450250223038)	(134, 1.3326673756993617)	(136, 1.5438632211828351)	(138, 1.7516574128834805)
BACW_50_2 - polya	(1, 0.4564707013687723)	(2, 0.6565880771438986)	(3, 0.7812758017820918)	(4, 0.929657468373304)	(5, 1.0811951075981971)	(6, 1.1880365003941842)	(7, 1.2842225533239082)	(8, 1.3825574855563632)	(9, 1.4864001948222714)	(10, 1.6547409625247766)	(12, 1.8736045410418711)	(14, 2.073418193773281)	(16, 2.2661152899355237)	(18, 2.458440652131789)	(20, 2.655733470060542)	(22, 2.846477301396787)	(24, 3.0374386790706893)	(26, 3.2420591754217547)	(28, 3.4453427143922037)	(30, 3.662333887974589)	(32, 3.8646431206385006)	(34, 4.068467645511761)	(36, 4.26598886494166)	(38, 4.457771468963523)	(40, 4.657943563623988)	(42, 4.856352691120417)	(44, 5.052241648416036)	(46, 5.2441589450787305)	(48, 5.4210766211404655)	(50, 5.594544349018548)	(52, 5.76957278356547)	(54, 5.948549174612801)	(56, 6.12535431142858)	(58, 6.289348583056901)	(60, 6.461346433185126)	(62, 6.643648048802971)	(64, 6.821718144466027)	(66, 7.000154435746342)	(68, 7.1799877201073805)	(70, 7.364212915002094)	(72, 7.546710366630622)	(74, 7.728617651819718)	(76, 7.91536345998314)	(78, 8.097504020420256)	(80, 8.276024937668986)	(82, 8.4497414481715)	(84, 8.633722734188655)	(86, 8.82572221994633)	(88, 8.995161352966665)	(90, 9.158772592397623)	(92, 9.328064405342047)	(94, 9.506290239371065)	(96, 9.675333048157112)	(98, 9.84632003887726)	(100, 10.017458337284392)	(102, 10.187588877758728)	(104, 10.357014275674242)	(106, 10.525541574961581)	(108, 10.700625392995686)	(110, 10.869997622763503)	(112, 11.039899761736693)	(114, 11.203310291410098)	(116, 11.369591014923316)	(118, 11.541219124891102)	(120, 11.705181717164754)	(122, 11.86408181564191)	(124, 12.030152303437777)	(126, 12.210859539226577)	(128, 12.392442277180777)	(130, 12.563646149636735)	(132, 12.73839079919533)	(134, 12.919016732024941)	(136, 13.095988462370169)	(138, 13.268875106700719)
BACW_50_2 - polyg	(1, 0.05542159102296943)	(2, 0.05789568216244356)	(3, 0.058214247980724707)	(4, 0.05853369993480079)	(5, 0.058773399667332214)	(6, 0.05896524806693686)	(7, 0.0591376014790528)	(8, 0.05934894486614613)	(9, 0.05958244164811298)	(10, 0.059965252311527314)	(12, 0.06048940163423468)	(14, 0.0609528506549886)	(16, 0.06138284804948352)	(18, 0.061791135117002405)	(20, 0.06218745935128958)	(22, 0.06260505084465534)	(24, 0.06308112730048718)	(26, 0.06360749196268188)	(28, 0.06412898287800442)	(30, 0.06469522365097145)	(32, 0.06529292224465888)	(34, 0.06591166656347615)	(36, 0.06656829318752713)	(38, 0.06720232334880713)	(40, 0.0678596145747043)	(42, 0.0685295332356794)	(44, 0.06928053332189155)	(46, 0.07008846763292864)	(48, 0.07084389839811549)	(50, 0.0716558203202298)	(52, 0.07249299711249993)	(54, 0.07329295620138254)	(56, 0.07417178137601488)	(58, 0.07506412012152006)	(60, 0.07596864323420566)	(62, 0.07692899290197253)	(64, 0.07798482370164425)	(66, 0.07900919668059557)	(68, 0.0800298035824184)	(70, 0.08113946713163275)	(72, 0.08229033599531185)	(74, 0.0834573768372486)	(76, 0.084700846891499)	(78, 0.08593080337487653)	(80, 0.08717338729333199)	(82, 0.08844321988748184)	(84, 0.0897148247532216)	(86, 0.09092595085095664)	(88, 0.09221084775362051)	(90, 0.09353340542756933)	(92, 0.0949450197489097)	(94, 0.09627776798450036)	(96, 0.09763710029393921)	(98, 0.09907020340830688)	(100, 0.10065705108309675)	(102, 0.10235001351933076)	(104, 0.10411519602285241)	(106, 0.10829930771261315)	(108, 0.11586735046930327)	(110, 0.11817994336014949)	(112, 0.12013653119537832)	(114, 0.12196307860269961)	(116, 0.12389374696592642)	(118, 0.1259471451367525)	(120, 0.1280384256128123)	(122, 0.13037228576273707)	(124, 0.13293986422857745)	(126, 0.1357110323933054)	(128, 0.13860537343353013)	(130, 0.14156683926022157)	(132, 0.14495697327771556)	(134, 0.1488090055783223)	(136, 0.15335466067241882)	(138, 0.15816106122417656)
BACW_50_2_val_2 - polya	(1, 0.6369811722775612)	(2, 0.7469093378810602)	(3, 0.8517053383972646)	(4, 0.9515172383626826)	(5, 1.0543799770713642)	(6, 1.1533642228761207)	(7, 1.2523214269541496)	(8, 1.3535541258402535)	(9, 1.45597666070237)	(10, 1.61357628737759)	(12, 1.8175374029527287)	(14, 2.018387390033211)	(16, 2.2306993011367178)	(18, 2.44138671375509)	(20, 2.665915279041517)	(22, 2.8761363327005878)	(24, 3.0867929354827712)	(26, 3.2907010758719437)	(28, 3.4881351608983406)	(30, 3.6933712273926345)	(32, 3.8965390450992654)	(34, 4.0969193484179804)	(36, 4.293052105758987)	(38, 4.473958154417401)	(40, 4.651313757348584)	(42, 4.830055359601303)	(44, 5.01267124334149)	(46, 5.1929227492209975)	(48, 5.360216391621053)	(50, 5.535570685120899)	(52, 5.7211405450258255)	(54, 5.90240567235062)	(56, 6.083935453951749)	(58, 6.2669316950941045)	(60, 6.454393145948973)	(62, 6.6400920081896)	(64, 6.8251678024480045)	(66, 7.0151175354688045)	(68, 7.20060804342153)	(70, 7.382368787967332)	(72, 7.559008671754226)	(74, 7.745781223538035)	(76, 7.940224094612068)	(78, 8.111818701482793)	(80, 8.277610198128482)	(82, 8.448964089300631)	(84, 8.6291397896839)	(86, 8.80006788448684)	(88, 8.972986649353224)	(90, 9.146011364591539)	(92, 9.317777752923032)	(94, 9.488661517026419)	(96, 9.658388028217962)	(98, 9.834664843575514)	(100, 10.005002453460401)	(102, 10.175458204659598)	(104, 10.339039372625557)	(106, 10.504716052759402)	(108, 10.674982955178502)	(110, 10.83708613762135)	(112, 10.993079663051752)	(114, 11.154249462615502)	(116, 11.324812937414615)	(118, 11.455548603467482)										
BACW_52_1 - illumina_universal_adapter	(1, 1.9377590155062776e-05)	(2, 2.1026746764004286e-05)	(3, 2.6386505743064202e-05)	(4, 3.2158553874359496e-05)	(5, 3.875518031012555e-05)	(6, 4.287807183247933e-05)	(7, 5.071156572495152e-05)	(8, 6.101879453083597e-05)	(9, 7.050144503224967e-05)	(10, 8.967289061119476e-05)	(12, 0.00012389289024673114)	(14, 0.00017481060054780036)	(16, 0.00027087397301864345)	(18, 0.00034694132160607074)	(20, 0.0004448599952619731)	(22, 0.0005671037288997627)	(24, 0.0007192384260746173)	(26, 0.0008901322796761816)	(28, 0.001161624686423178)	(30, 0.005624036325642795)	(32, 0.05561780663655252)	(34, 0.05609008386043814)	(36, 0.05643125313391292)	(38, 0.056892398550688186)	(40, 0.05747908601431913)	(42, 0.05814225311568974)	(44, 0.05887550937294036)	(46, 0.05975286068889724)	(48, 0.06085717718315971)	(50, 0.06233482150477129)	(52, 0.06391595040359396)	(54, 0.06558201086777714)	(56, 0.06744432096842434)	(58, 0.06972427998028598)	(60, 0.07275955271904283)	(62, 0.07604714641896773)	(64, 0.07926197108352309)	(66, 0.08257224068682095)	(68, 0.08644837715156187)	(70, 0.09164218974684704)	(72, 0.09695185559391037)	(74, 0.10181975361435347)	(76, 0.10696203006560923)	(78, 0.11308905915697917)	(80, 0.12218024110834538)	(82, 0.1328131783444958)	(84, 0.14013605212192445)	(86, 0.14695964373599607)	(88, 0.15478633485745638)	(90, 0.16622179292843295)	(92, 0.1826541955245023)	(94, 0.1963440506799019)	(96, 0.20653913683637834)	(98, 0.2179616077990595)	(100, 0.2342152830476348)	(102, 0.25404968958337437)	(104, 0.27264619793952727)	(106, 0.28921403752210595)	(108, 0.307289000100681)	(110, 0.3305697316599561)	(112, 0.3605650043525366)	(114, 0.38708138117855495)	(116, 0.4099236432244277)	(118, 0.43557812957769804)	(120, 0.46902075801669457)	(122, 0.5190011289301566)	(124, 0.5726269605276839)	(126, 0.6099193389256783)	(128, 0.6462780885384358)	(130, 0.6921475243149589)	(132, 0.7619136516441968)	(134, 0.8672085905227422)	(136, 0.9661571624809285)	(138, 1.0583392448726279)
BACW_52_1 - polya	(1, 0.01730954776745012)	(2, 0.04467400337961664)	(3, 0.06244449041926591)	(4, 0.07751943098160027)	(5, 0.10679237307946436)	(6, 0.11778029127568942)	(7, 0.1293495371765664)	(8, 0.13672992529073189)	(9, 0.14315875004153814)	(10, 0.15445835883685313)	(12, 0.17315793948106484)	(14, 0.1900508690601811)	(16, 0.20754677152444162)	(18, 0.22526324868514805)	(20, 0.24545243003638617)	(22, 0.26595804331196493)	(24, 0.2845017786566316)	(26, 0.30874293779603906)	(28, 0.3293120436010621)	(30, 0.36158315241398187)	(32, 0.38194673207661556)	(34, 0.4010684968127163)	(36, 0.4186186153004957)	(38, 0.4362252174021314)	(40, 0.4582923758418017)	(42, 0.480319336089129)	(44, 0.5016911688735544)	(46, 0.5222151290164075)	(48, 0.5381466002925108)	(50, 0.5533481136245815)	(52, 0.5698337015212893)	(54, 0.590090498293494)	(56, 0.611807004809188)	(58, 0.6277984641569416)	(60, 0.6456833614363362)	(62, 0.6684114193870399)	(64, 0.6866333630483868)	(66, 0.7033079855213945)	(68, 0.7194445706507349)	(70, 0.737261852509163)	(72, 0.7551199509936622)	(74, 0.7703899043250039)	(76, 0.7877751071518893)	(78, 0.8037935714391142)	(80, 0.8210355037855978)	(82, 0.8373411274673548)	(84, 0.8574542414700055)	(86, 0.8839790702236445)	(88, 0.9017749130461563)	(90, 0.9174981783003808)	(92, 0.9349695495600834)	(94, 0.9590730041226442)	(96, 0.978702915238875)	(98, 0.9974765017859129)	(100, 1.0159151033967597)	(102, 1.0348414430747006)	(104, 1.054168940097767)	(106, 1.0722861623144462)	(108, 1.0937388037727096)	(110, 1.1141794815068113)	(112, 1.1367248953630744)	(114, 1.155626909981034)	(116, 1.1763877302418464)	(118, 1.1992306107214474)	(120, 1.2185251246123348)	(122, 1.2352170632297363)	(124, 1.2540630065229914)	(126, 1.2774325863945735)	(128, 1.3011602393948718)	(130, 1.3199791777486554)	(132, 1.3398292512721799)	(134, 1.361985258024157)	(136, 1.3831402267145065)	(138, 1.4043939386568165)
BACW_52_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.005806680420083066)	(4, 0.0070802416113381495)	(5, 0.007911004253092437)	(6, 0.008577263523104808)	(7, 0.009059229542067965)	(8, 0.00940307869503227)	(9, 0.009721365920557981)	(10, 0.010119224952465124)	(12, 0.010377111817188351)	(14, 0.01060304627261334)	(16, 0.01078569036705361)	(18, 0.010919272052377874)	(20, 0.011043164942624605)	(22, 0.01115427686915204)	(24, 0.011263739639070533)	(26, 0.011386395661860556)	(28, 0.011525543250739997)	(30, 0.011684274574350617)	(32, 0.011849396379820888)	(34, 0.012031422040532806)	(36, 0.012233237580552024)	(38, 0.012430930229048887)	(40, 0.012666553479551406)	(42, 0.012927738657492518)	(44, 0.01320314781118575)	(46, 0.013483092145553573)	(48, 0.013803853105992699)	(50, 0.014137601174727236)	(52, 0.014501858640727193)	(54, 0.014927134901257987)	(56, 0.015340042487221716)	(58, 0.0157558360972511)	(60, 0.016185235249304243)	(62, 0.01662865223253339)	(64, 0.017121543914030785)	(66, 0.017623712101453477)	(68, 0.018559402332451666)	(70, 0.033141863502440874)	(72, 0.03809881597976683)	(74, 0.03927445849736601)	(76, 0.04021777607768055)	(78, 0.04111141281515074)	(80, 0.04202793160056998)	(82, 0.04303927689100336)	(84, 0.04412297892765406)	(86, 0.04538664517925549)	(88, 0.04658620046768432)	(90, 0.04790202129704353)	(92, 0.049283396101608166)	(94, 0.050834634036893776)	(96, 0.052515536910557416)	(98, 0.05441598375778639)	(100, 0.059663393942862165)	(102, 0.09762058859883614)	(104, 0.11331623047986086)	(106, 0.1170633204399521)	(108, 0.12002067052893647)	(110, 0.12306748736395592)	(112, 0.12623201275193857)	(114, 0.1294606491030938)	(116, 0.13304818316126996)	(118, 0.13694720167395993)	(120, 0.14128345283259552)	(122, 0.14631709109223723)	(124, 0.15165747248114209)	(126, 0.15743508651599258)	(128, 0.16399027789195897)	(130, 0.17081634324094402)	(132, 0.17855624749585874)	(134, 0.1871337171635397)	(136, 0.19578313128828567)	(138, 0.2048967829984487)
BACW_52_1_val_1 - polya	(1, 0.06665077326954129)	(2, 0.07620027259367275)	(3, 0.08596737844453996)	(4, 0.09311990264969434)	(5, 0.10280029622235565)	(6, 0.11141619335113705)	(7, 0.11958820619862638)	(8, 0.12885279375150993)	(9, 0.13784774741073422)	(10, 0.15369730666213405)	(12, 0.17434102260929335)	(14, 0.19297156849743924)	(16, 0.2172718586334188)	(18, 0.2378887350658953)	(20, 0.2702113561405564)	(22, 0.2906124841665445)	(24, 0.30976887808466746)	(26, 0.32733699210698597)	(28, 0.3449647724350223)	(30, 0.3670437830442943)	(32, 0.3890926508139996)	(34, 0.41048477630519775)	(36, 0.43102712146997824)	(38, 0.44696731569788384)	(40, 0.46217953970447034)	(42, 0.47868377665632467)	(44, 0.498963094577214)	(46, 0.5206954625314677)	(48, 0.5366940843182595)	(50, 0.5545848918901871)	(52, 0.5773233287294344)	(54, 0.5955479785724547)	(56, 0.6122175882263159)	(58, 0.6283555690316529)	(60, 0.6461668903485585)	(62, 0.6640157869860198)	(64, 0.6792748769143986)	(66, 0.6966381847939069)	(68, 0.7126460971819353)	(70, 0.7298679814648459)	(72, 0.7461457342043387)	(74, 0.7662322205351224)	(76, 0.7927162148772536)	(78, 0.8104812896457827)	(80, 0.8261685730622543)	(82, 0.8435969151504172)	(84, 0.8676459461374049)	(86, 0.8872237204360475)	(88, 0.9059548112753512)	(90, 0.9243365755081683)	(92, 0.943207025366017)	(94, 0.9624623125728559)	(96, 0.9804784400325715)	(98, 1.001832370829798)	(100, 1.0221670194424948)	(102, 1.0445806981540806)	(104, 1.0633105502465527)	(106, 1.0838528954113333)	(108, 1.1064397922215254)	(110, 1.1254621950240398)	(112, 1.1417963107443665)	(114, 1.160047387186459)	(116, 1.1817124498962004)	(118, 1.198101483392724)										
BACW_52_2 - illumina_universal_adapter	(1, 1.814072269835664e-05)	(2, 1.9377590155062776e-05)	(3, 2.26759033729458e-05)	(4, 2.4737349134122692e-05)	(5, 2.721108404753496e-05)	(6, 3.0921686417653367e-05)	(7, 3.7518312853419415e-05)	(8, 4.53518067458916e-05)	(9, 5.3185300638363786e-05)	(10, 6.926457757554354e-05)	(12, 9.750638450366694e-05)	(14, 0.00014553807073908848)	(16, 0.00024345674439499082)	(18, 0.0003263268639943018)	(20, 0.00044712758559926766)	(22, 0.0006108063790367128)	(24, 0.0008078805938052235)	(26, 0.001040411675665977)	(28, 0.0013935373345555784)	(30, 0.0058714098169840205)	(32, 0.055021224233267926)	(34, 0.055611416154692866)	(36, 0.05608472410145908)	(38, 0.0566757406011885)	(40, 0.05741270746080924)	(42, 0.05823914106646505)	(44, 0.05915751515306936)	(46, 0.060208646346693456)	(48, 0.06151189235690949)	(50, 0.0631798081222777)	(52, 0.0649429626818123)	(54, 0.06683804977006222)	(56, 0.06891165806123005)	(58, 0.07142806490189868)	(60, 0.07466639004813147)	(62, 0.07817435229992617)	(64, 0.08161037009465583)	(66, 0.08514554343049807)	(68, 0.0892467897723595)	(70, 0.09463747043783706)	(72, 0.10017966736676112)	(74, 0.10530442152904687)	(76, 0.11065284255642033)	(78, 0.11699591116356162)	(80, 0.1262524210649742)	(82, 0.137029659504407)	(84, 0.1444788999069958)	(86, 0.15146060441094972)	(88, 0.15949158480734266)	(90, 0.17107134408160157)	(92, 0.1875672392071152)	(94, 0.2013245036389053)	(96, 0.21160369678243773)	(98, 0.22309110328659598)	(100, 0.2392783999816614)	(102, 0.25895984724192167)	(104, 0.2773737115036342)	(106, 0.29382178108748847)	(108, 0.3116774058370744)	(110, 0.33457285318358554)	(112, 0.3639863858823619)	(114, 0.3900043051233276)	(116, 0.4124546863300007)	(118, 0.43756969232757104)	(120, 0.47003292788543244)	(122, 0.5183591947201261)	(124, 0.5700006786279446)	(126, 0.6058123205356857)	(128, 0.6404062664322996)	(130, 0.6841029383765422)	(132, 0.7497733852674737)	(134, 0.8489124348139929)	(136, 0.9414872226231963)	(138, 1.0275047576106722)
BACW_52_2 - polya	(1, 0.4282641200170424)	(2, 0.6046294629579223)	(3, 0.7212784327998779)	(4, 0.866066137281898)	(5, 1.0119311533187092)	(6, 1.111989195385561)	(7, 1.2025493322523662)	(8, 1.2934933103199027)	(9, 1.3909716591612176)	(10, 1.5519792311813296)	(12, 1.7618255454523641)	(14, 1.9527366558286845)	(16, 2.1378076903635903)	(18, 2.3229463403194632)	(20, 2.510651902537153)	(22, 2.6935955250465247)	(24, 2.874373392639204)	(26, 3.065440348315069)	(28, 3.2527486699345802)	(30, 3.455371884403027)	(32, 3.642884289152895)	(34, 3.8316453116003077)	(36, 4.01535826566775)	(38, 4.195149319174554)	(40, 4.380811576353766)	(42, 4.566654210037081)	(44, 4.753076316123862)	(46, 4.935516327433778)	(48, 5.1048111175583974)	(50, 5.2720265273437175)	(52, 5.441007565423486)	(54, 5.613650555753408)	(56, 5.784638823570835)	(58, 5.942547011889017)	(60, 6.108195516751267)	(62, 6.281589491771987)	(64, 6.451293272735624)	(66, 6.620111868889412)	(68, 6.789202988172827)	(70, 6.962657157409772)	(72, 7.134563593169226)	(74, 7.3045322699131745)	(76, 7.479780515396072)	(78, 7.651885880671481)	(80, 7.821687168019621)	(82, 7.986562836866005)	(84, 8.158891250572772)	(86, 8.337998316376018)	(88, 8.498809638759667)	(90, 8.654787283122506)	(92, 8.816173748873524)	(94, 8.984595516718283)	(96, 9.144326641523076)	(98, 9.304458923672993)	(100, 9.464929901361469)	(102, 9.624337997615484)	(104, 9.7838479292901)	(106, 9.941089652193696)	(108, 10.102627428063583)	(110, 10.259410891574468)	(112, 10.418874234574883)	(114, 10.573127891847651)	(116, 10.730272314511318)	(118, 10.891641670262516)	(120, 11.04519361139818)	(122, 11.194340242942207)	(124, 11.348180168050707)	(126, 11.51298162484969)	(128, 11.678764948264721)	(130, 11.835752288761386)	(132, 11.995560099348491)	(134, 12.160300949642096)	(136, 12.323337396580358)	(138, 12.484841570884338)
